gene	chr	start	end	GeneNameConv	Remove	RemovePseu	RemoveLowmapp	RemoveCrossmapp	RemoveAuto
GRIN2C	chr17	 72838162	 72857627	ENSG00000161509.9	TRUE	FALSE	FALSE	TRUE	FALSE
FDXR	chr17	 72858619	 72869156	ENSG00000161513.7	FALSE	FALSE	FALSE	FALSE	FALSE
HID1	chr17	 72946838	 72969261	ENSG00000167861.11	FALSE	FALSE	FALSE	FALSE	FALSE
ICT1	chr17	 73008765	 73017356	ENSG00000167862.5	FALSE	FALSE	FALSE	FALSE	FALSE
KCTD2	chr17	 73028670	 73061984	ENSG00000180901.6	TRUE	FALSE	FALSE	TRUE	FALSE
ATP5H	chr17	 73034958	 73043080	ENSG00000167863.7	TRUE	FALSE	FALSE	TRUE	FALSE
SLC16A5	chr17	 73083822	 73102257	ENSG00000170190.11	TRUE	FALSE	FALSE	TRUE	FALSE
ARMC7	chr17	 73106047	 73126360	ENSG00000125449.2	FALSE	FALSE	FALSE	FALSE	FALSE
NT5C	chr17	 73126320	 73127890	ENSG00000125458.2	FALSE	FALSE	FALSE	FALSE	FALSE
HN1	chr17	 73131343	 73164376	ENSG00000189159.11	TRUE	FALSE	FALSE	TRUE	FALSE
SUMO2	chr17	 73163408	 73179078	ENSG00000188612.7	TRUE	FALSE	TRUE	TRUE	FALSE
NUP85	chr17	 73201754	 73231853	ENSG00000125450.6	TRUE	FALSE	FALSE	TRUE	FALSE
GGA3	chr17	 73232694	 73258444	ENSG00000125447.12	TRUE	FALSE	FALSE	TRUE	FALSE
MRPS7	chr17	 73257755	 73262454	ENSG00000125445.6	TRUE	FALSE	FALSE	TRUE	FALSE
MIF4GD	chr17	 73262309	 73267308	ENSG00000125457.9	TRUE	FALSE	FALSE	TRUE	FALSE
SLC25A19	chr17	 73269073	 73285591	ENSG00000125454.7	TRUE	FALSE	FALSE	TRUE	FALSE
GRB2	chr17	 73314157	 73401790	ENSG00000177885.9	TRUE	FALSE	FALSE	TRUE	FALSE
KIAA0195	chr17	 73437240	 73496171	ENSG00000177728.10	TRUE	FALSE	FALSE	TRUE	FALSE
TSEN54	chr17	 73512141	 73520820	ENSG00000182173.8	TRUE	FALSE	FALSE	TRUE	FALSE
LLGL2	chr17	 73521161	 73571289	ENSG00000073350.9	TRUE	FALSE	FALSE	TRUE	FALSE
MYO15B	chr17	 73584139	 73622929	ENSG00000266714.2	FALSE	FALSE	FALSE	FALSE	FALSE
RECQL5	chr17	 73622925	 73663269	ENSG00000108469.10	TRUE	FALSE	FALSE	TRUE	FALSE
SMIM5	chr17	 73629514	 73637484	ENSG00000204323.5	TRUE	FALSE	FALSE	TRUE	FALSE
SAP30BP	chr17	 73663196	 73704142	ENSG00000161526.10	FALSE	FALSE	FALSE	FALSE	FALSE
ITGB4	chr17	 73717408	 73753899	ENSG00000132470.9	FALSE	FALSE	FALSE	FALSE	FALSE
GALK1	chr17	 73747675	 73761792	ENSG00000108479.7	TRUE	FALSE	FALSE	TRUE	FALSE
H3F3B	chr17	 73772515	 73781974	ENSG00000132475.4	TRUE	FALSE	FALSE	TRUE	FALSE
UNK	chr17	 73780681	 73821886	ENSG00000132478.5	TRUE	FALSE	FALSE	TRUE	FALSE
UNC13D	chr17	 73823306	 73840798	ENSG00000092929.7	TRUE	FALSE	FALSE	TRUE	FALSE
WBP2	chr17	 73841780	 73852588	ENSG00000132471.7	TRUE	FALSE	FALSE	TRUE	FALSE
TRIM47	chr17	 73870242	 73874656	ENSG00000132481.2	FALSE	FALSE	FALSE	FALSE	FALSE
TRIM65	chr17	 73876416	 73893084	ENSG00000141569.6	TRUE	FALSE	TRUE	TRUE	FALSE
MRPL38	chr17	 73894724	 73905899	ENSG00000204316.8	TRUE	FALSE	FALSE	TRUE	FALSE
FBF1	chr17	 73905655	 73937221	ENSG00000188878.12	FALSE	FALSE	FALSE	FALSE	FALSE
ACOX1	chr17	 73937588	 73975515	ENSG00000161533.7	TRUE	FALSE	FALSE	TRUE	FALSE
CDK3	chr17	 73996987	 74002080	ENSG00000250506.2	FALSE	FALSE	FALSE	FALSE	FALSE
EVPL	chr17	 74000583	 74023533	ENSG00000167880.3	TRUE	FALSE	FALSE	TRUE	FALSE
SRP68	chr17	 74035184	 74068734	ENSG00000167881.10	TRUE	FALSE	FALSE	TRUE	FALSE
EXOC7	chr17	 74077087	 74117657	ENSG00000182473.16	TRUE	FALSE	FALSE	TRUE	FALSE
FOXJ1	chr17	 74132414	 74137380	ENSG00000129654.7	FALSE	FALSE	FALSE	FALSE	FALSE
RNF157-AS1	chr17	 74136637	 74150731	ENSG00000267128.1	TRUE	TRUE	FALSE	FALSE	FALSE
RNF157	chr17	 74138534	 74236454	ENSG00000141576.10	TRUE	FALSE	FALSE	TRUE	FALSE
UBALD2	chr17	 74261283	 74267375	ENSG00000185262.7	FALSE	FALSE	FALSE	FALSE	FALSE
QRICH2	chr17	 74270130	 74303761	ENSG00000129646.9	TRUE	FALSE	FALSE	TRUE	FALSE
PRPSAP1	chr17	 74305567	 74380602	ENSG00000161542.12	TRUE	FALSE	FALSE	TRUE	FALSE
SPHK1	chr17	 74372665	 74383941	ENSG00000176170.9	TRUE	FALSE	FALSE	TRUE	FALSE
UBE2O	chr17	 74385532	 74449288	ENSG00000175931.8	TRUE	FALSE	FALSE	TRUE	FALSE
AANAT	chr17	 74449433	 74466199	ENSG00000129673.5	TRUE	FALSE	FALSE	TRUE	FALSE
RHBDF2	chr17	 74466973	 74497872	ENSG00000129667.8	TRUE	FALSE	FALSE	TRUE	FALSE
PRCD	chr17	 74523668	 74549660	ENSG00000214140.6	FALSE	FALSE	FALSE	FALSE	FALSE
SNHG16	chr17	 74553848	 74561430	ENSG00000163597.10	TRUE	TRUE	TRUE	TRUE	FALSE
ST6GALNAC2	chr17	 74559792	 74583038	ENSG00000070731.5	TRUE	FALSE	FALSE	TRUE	FALSE
ST6GALNAC1	chr17	 74620843	 74639920	ENSG00000070526.10	TRUE	FALSE	FALSE	TRUE	FALSE
MXRA7	chr17	 74668633	 74707098	ENSG00000182534.9	TRUE	FALSE	TRUE	TRUE	FALSE
JMJD6	chr17	 74708919	 74722866	ENSG00000070495.10	TRUE	FALSE	FALSE	TRUE	FALSE
METTL23	chr17	 74722912	 74730018	ENSG00000181038.9	FALSE	FALSE	FALSE	FALSE	FALSE
SRSF2	chr17	 74730197	 74733456	ENSG00000161547.10	TRUE	FALSE	FALSE	TRUE	FALSE
MFSD11	chr17	 74731947	 74777531	ENSG00000092931.7	TRUE	FALSE	FALSE	TRUE	FALSE
LINC00338	chr17	 75082798	 75091068	ENSG00000234912.5	TRUE	TRUE	FALSE	TRUE	FALSE
SEC14L1	chr17	 75082798	 75213179	ENSG00000129657.10	TRUE	FALSE	TRUE	TRUE	FALSE
SEPT9	chr17	 75276651	 75496678	ENSG00000184640.13	TRUE	FALSE	FALSE	TRUE	FALSE
TNRC6C	chr17	 76000249	 76104916	ENSG00000078687.12	TRUE	FALSE	FALSE	TRUE	FALSE
TNRC6C-AS1	chr17	 76103479	 76107880	ENSG00000204282.3	TRUE	TRUE	FALSE	TRUE	FALSE
TMC6	chr17	 76106539	 76128488	ENSG00000141524.11	TRUE	FALSE	FALSE	TRUE	FALSE
TMC8	chr17	 76126851	 76139049	ENSG00000167895.10	TRUE	FALSE	FALSE	TRUE	FALSE
C17orf99	chr17	 76142434	 76162258	ENSG00000187997.7	TRUE	FALSE	FALSE	TRUE	FALSE
SYNGR2	chr17	 76164639	 76169608	ENSG00000108639.3	TRUE	FALSE	TRUE	TRUE	FALSE
TK1	chr17	 76170160	 76183314	ENSG00000167900.7	FALSE	FALSE	FALSE	FALSE	FALSE
AFMID	chr17	 76183398	 76203782	ENSG00000183077.11	TRUE	FALSE	TRUE	TRUE	FALSE
BIRC5	chr17	 76210267	 76221717	ENSG00000089685.10	TRUE	FALSE	FALSE	TRUE	FALSE
SOCS3	chr17	 76352864	 76356158	ENSG00000184557.3	FALSE	FALSE	FALSE	FALSE	FALSE
PGS1	chr17	 76374721	 76421195	ENSG00000087157.14	TRUE	FALSE	FALSE	TRUE	FALSE
DNAH17	chr17	 76419778	 76573476	ENSG00000187775.12	TRUE	FALSE	FALSE	TRUE	FALSE
CYTH1	chr17	 76670130	 76778379	ENSG00000108669.12	TRUE	FALSE	FALSE	TRUE	FALSE
USP36	chr17	 76783463	 76837523	ENSG00000055483.15	FALSE	FALSE	FALSE	FALSE	FALSE
TIMP2	chr17	 76849059	 76921469	ENSG00000035862.8	TRUE	FALSE	FALSE	TRUE	FALSE
LGALS3BP	chr17	 76967320	 76976191	ENSG00000108679.8	TRUE	FALSE	FALSE	TRUE	FALSE
CANT1	chr17	 76987799	 77005949	ENSG00000171302.12	FALSE	FALSE	FALSE	FALSE	FALSE
ENGASE	chr17	 77071021	 77084681	ENSG00000167280.12	FALSE	FALSE	FALSE	FALSE	FALSE
CBX2	chr17	 77751931	 77761782	ENSG00000173894.6	FALSE	FALSE	FALSE	FALSE	FALSE
CBX8	chr17	 77765931	 77775482	ENSG00000141570.6	FALSE	FALSE	FALSE	FALSE	FALSE
CBX4	chr17	 77806955	 77813228	ENSG00000141582.10	FALSE	FALSE	FALSE	FALSE	FALSE
TBC1D16	chr17	 77906142	 78009647	ENSG00000167291.11	TRUE	FALSE	FALSE	TRUE	FALSE
GAA	chr17	 78075355	 78093678	ENSG00000171298.8	FALSE	FALSE	FALSE	FALSE	FALSE
EIF4A3	chr17	 78109013	 78120982	ENSG00000141543.5	TRUE	FALSE	FALSE	TRUE	FALSE
CARD14	chr17	 78143791	 78183130	ENSG00000141527.12	TRUE	FALSE	FALSE	TRUE	FALSE
SGSH	chr17	 78180515	 78194722	ENSG00000181523.8	TRUE	FALSE	FALSE	TRUE	FALSE
SLC26A11	chr17	 78193498	 78227299	ENSG00000181045.10	TRUE	FALSE	FALSE	TRUE	FALSE
RNF213	chr17	 78234665	 78372586	ENSG00000173821.15	TRUE	FALSE	FALSE	TRUE	FALSE
ENDOV	chr17	 78388965	 78411886	ENSG00000173818.12	TRUE	FALSE	FALSE	TRUE	FALSE
RPTOR	chr17	 78518619	 78940171	ENSG00000141564.9	FALSE	FALSE	FALSE	FALSE	FALSE
CHMP6	chr17	 78965398	 78983317	ENSG00000176108.5	FALSE	FALSE	FALSE	FALSE	FALSE
BAIAP2-AS1	chr17	 79002933	 79008501	ENSG00000226137.3	TRUE	FALSE	FALSE	TRUE	FALSE
BAIAP2	chr17	 79008948	 79091232	ENSG00000175866.11	TRUE	FALSE	FALSE	TRUE	FALSE
AATK	chr17	 79091095	 79139877	ENSG00000181409.7	FALSE	FALSE	FALSE	FALSE	FALSE
AZI1	chr17	 79163393	 79196799	ENSG00000141577.9	FALSE	FALSE	FALSE	FALSE	FALSE
ENTHD2	chr17	 79202077	 79212891	ENSG00000167302.5	FALSE	FALSE	FALSE	FALSE	FALSE
C17orf89	chr17	 79213039	 79215081	ENSG00000224877.3	TRUE	FALSE	FALSE	TRUE	FALSE
SLC38A10	chr17	 79218800	 79269347	ENSG00000157637.8	FALSE	FALSE	FALSE	FALSE	FALSE
LINC00482	chr17	 79277571	 79283048	ENSG00000185168.5	FALSE	FALSE	FALSE	FALSE	FALSE
ACTG1	chr17	 79476997	 79490873	ENSG00000184009.5	TRUE	FALSE	TRUE	TRUE	FALSE
FSCN2	chr17	 79495422	 79504156	ENSG00000186765.7	FALSE	FALSE	FALSE	FALSE	FALSE
C17orf70	chr17	 79506911	 79520987	ENSG00000185504.12	TRUE	FALSE	FALSE	TRUE	FALSE
NPLOC4	chr17	 79523913	 79615495	ENSG00000182446.9	TRUE	FALSE	TRUE	TRUE	FALSE
PDE6G	chr17	 79617489	 79630142	ENSG00000185527.7	FALSE	FALSE	FALSE	FALSE	FALSE
OXLD1	chr17	 79632066	 79633665	ENSG00000204237.4	FALSE	FALSE	FALSE	FALSE	FALSE
CCDC137	chr17	 79633394	 79640934	ENSG00000185298.8	TRUE	FALSE	FALSE	TRUE	FALSE
ARL16	chr17	 79648204	 79650954	ENSG00000214087.4	TRUE	FALSE	TRUE	TRUE	FALSE
HGS	chr17	 79650356	 79670168	ENSG00000185359.8	TRUE	FALSE	FALSE	TRUE	FALSE
MRPL12	chr17	 79670387	 79674556	ENSG00000262814.2	FALSE	FALSE	FALSE	FALSE	FALSE
SLC25A10	chr17	 79670401	 79687569	ENSG00000262660.1	FALSE	FALSE	FALSE	FALSE	FALSE
FAM195B	chr17	 79780287	 79791178	ENSG00000225663.3	TRUE	FALSE	FALSE	TRUE	FALSE
P4HB	chr17	 79801035	 79818570	ENSG00000185624.10	TRUE	FALSE	FALSE	TRUE	FALSE
ARHGDIA	chr17	 79825597	 79829282	ENSG00000141522.7	FALSE	FALSE	FALSE	FALSE	FALSE
ALYREF	chr17	 79845713	 79849462	ENSG00000183684.6	TRUE	FALSE	FALSE	TRUE	FALSE
ANAPC11	chr17	 79848666	 79858867	ENSG00000141552.13	TRUE	FALSE	FALSE	TRUE	FALSE
NPB	chr17	 79858621	 79860781	ENSG00000183979.7	TRUE	FALSE	FALSE	TRUE	FALSE
PCYT2	chr17	 79858841	 79869340	ENSG00000185813.6	TRUE	FALSE	FALSE	TRUE	FALSE
SIRT7	chr17	 79869815	 79879199	ENSG00000187531.9	TRUE	FALSE	FALSE	TRUE	FALSE
MAFG	chr17	 79876146	 79885590	ENSG00000197063.6	TRUE	FALSE	FALSE	TRUE	FALSE
PYCR1	chr17	 79890260	 79900288	ENSG00000183010.12	FALSE	FALSE	FALSE	FALSE	FALSE
ASPSCR1	chr17	 79934683	 79975282	ENSG00000169696.11	TRUE	FALSE	FALSE	TRUE	FALSE
STRA13	chr17	 79976578	 79981983	ENSG00000169689.10	TRUE	FALSE	FALSE	TRUE	FALSE
LRRC45	chr17	 79981178	 79989027	ENSG00000169683.3	FALSE	FALSE	FALSE	FALSE	FALSE
RAC3	chr17	 79989500	 79992080	ENSG00000169750.4	TRUE	FALSE	FALSE	TRUE	FALSE
DCXR	chr17	 79993012	 79995608	ENSG00000169738.3	FALSE	FALSE	FALSE	FALSE	FALSE
RFNG	chr17	 80005778	 80009707	ENSG00000169733.7	FALSE	FALSE	FALSE	FALSE	FALSE
GPS1	chr17	 80008567	 80015346	ENSG00000169727.8	FALSE	FALSE	FALSE	FALSE	FALSE
DUS1L	chr17	 80015382	 80023763	ENSG00000169718.13	TRUE	FALSE	FALSE	TRUE	FALSE
FASN	chr17	 80036214	 80056208	ENSG00000169710.6	TRUE	FALSE	FALSE	TRUE	FALSE
CCDC57	chr17	 80059336	 80170706	ENSG00000176155.14	TRUE	FALSE	FALSE	TRUE	FALSE
SLC16A3	chr17	 80186273	 80219005	ENSG00000141526.10	TRUE	FALSE	FALSE	TRUE	FALSE
CSNK1D	chr17	 80196899	 80231607	ENSG00000141551.10	TRUE	FALSE	FALSE	TRUE	FALSE
CD7	chr17	 80272744	 80275478	ENSG00000173762.3	FALSE	FALSE	FALSE	FALSE	FALSE
SECTM1	chr17	 80278900	 80291950	ENSG00000141574.3	FALSE	FALSE	FALSE	FALSE	FALSE
OGFOD3	chr17	 80347099	 80376513	ENSG00000181396.8	TRUE	FALSE	FALSE	TRUE	FALSE
HEXDC	chr17	 80376194	 80400521	ENSG00000169660.11	TRUE	FALSE	FALSE	TRUE	FALSE
C17orf62	chr17	 80400465	 80408705	ENSG00000178927.12	TRUE	FALSE	TRUE	TRUE	FALSE
NARF	chr17	 80416056	 80448413	ENSG00000141562.13	TRUE	FALSE	TRUE	TRUE	FALSE
FOXK2	chr17	 80477589	 80602538	ENSG00000141568.15	FALSE	FALSE	FALSE	FALSE	FALSE
WDR45B	chr17	 80572438	 80606429	ENSG00000141580.11	TRUE	FALSE	TRUE	TRUE	FALSE
RAB40B	chr17	 80612849	 80656604	ENSG00000141542.6	TRUE	FALSE	TRUE	TRUE	FALSE
FN3KRP	chr17	 80674559	 80688204	ENSG00000141560.10	FALSE	FALSE	FALSE	FALSE	FALSE
FN3K	chr17	 80693451	 80709073	ENSG00000167363.9	TRUE	FALSE	FALSE	TRUE	FALSE
TBCD	chr17	 80709940	 80900724	ENSG00000141556.16	FALSE	FALSE	FALSE	FALSE	FALSE
B3GNTL1	chr17	 80900031	 81009686	ENSG00000175711.4	TRUE	FALSE	FALSE	TRUE	FALSE
METRNL	chr17	 81037567	 81052864	ENSG00000176845.8	FALSE	FALSE	FALSE	FALSE	FALSE
USP14	chr18	   158383	   214629	ENSG00000101557.10	TRUE	FALSE	FALSE	TRUE	FALSE
THOC1	chr18	   214520	   268050	ENSG00000079134.7	FALSE	FALSE	FALSE	FALSE	FALSE
TYMS	chr18	   657604	   673578	ENSG00000176890.11	TRUE	FALSE	FALSE	TRUE	FALSE
ENOSF1	chr18	   670324	   712676	ENSG00000132199.14	TRUE	FALSE	FALSE	TRUE	FALSE
YES1	chr18	   721588	   812547	ENSG00000176105.9	TRUE	FALSE	TRUE	TRUE	FALSE
METTL4	chr18	  2537524	  2571508	ENSG00000101574.10	FALSE	FALSE	FALSE	FALSE	FALSE
NDC80	chr18	  2571510	  2616634	ENSG00000080986.8	TRUE	FALSE	FALSE	TRUE	FALSE
CBX3P2	chr18	  2652169	  2655394	ENSG00000266405.2	TRUE	TRUE	FALSE	FALSE	FALSE
SMCHD1	chr18	  2655737	  2805015	ENSG00000101596.10	TRUE	FALSE	FALSE	TRUE	FALSE
EMILIN2	chr18	  2847028	  2915991	ENSG00000132205.6	TRUE	FALSE	FALSE	TRUE	FALSE
LPIN2	chr18	  2916992	  3013313	ENSG00000101577.5	FALSE	FALSE	FALSE	FALSE	FALSE
MYOM1	chr18	  3066805	  3220106	ENSG00000101605.8	TRUE	FALSE	FALSE	TRUE	FALSE
MYL12A	chr18	  3247479	  3256234	ENSG00000101608.8	TRUE	FALSE	FALSE	TRUE	FALSE
MYL12B	chr18	  3261907	  3278282	ENSG00000118680.8	TRUE	FALSE	FALSE	TRUE	FALSE
TGIF1	chr18	  3411606	  3458409	ENSG00000177426.16	TRUE	FALSE	FALSE	TRUE	FALSE
DLGAP1-AS1	chr18	  3593730	  3598350	ENSG00000177337.3	TRUE	TRUE	FALSE	TRUE	FALSE
LINC00526	chr18	  5236723	  5238597	ENSG00000264575.1	FALSE	FALSE	FALSE	FALSE	FALSE
LINC00667	chr18	  5232875	  5246507	ENSG00000263753.2	FALSE	FALSE	FALSE	FALSE	FALSE
ZBTB14	chr18	  5289018	  5297052	ENSG00000198081.6	FALSE	FALSE	FALSE	FALSE	FALSE
EPB41L3	chr18	  5392383	  5630699	ENSG00000082397.11	FALSE	FALSE	FALSE	FALSE	FALSE
L3MBTL4	chr18	  5954705	  6415236	ENSG00000154655.10	TRUE	FALSE	FALSE	TRUE	FALSE
PTPRM	chr18	  7566780	  8406859	ENSG00000173482.12	FALSE	FALSE	FALSE	FALSE	FALSE
RAB12	chr18	  8609443	  8639379	ENSG00000206418.3	TRUE	FALSE	FALSE	TRUE	FALSE
NDUFV2	chr18	  9102628	  9134343	ENSG00000178127.8	TRUE	FALSE	FALSE	TRUE	FALSE
ANKRD12	chr18	  9136226	  9285983	ENSG00000101745.11	TRUE	FALSE	FALSE	TRUE	FALSE
TWSG1	chr18	  9334765	  9402418	ENSG00000128791.7	TRUE	FALSE	FALSE	TRUE	FALSE
RALBP1	chr18	  9475007	  9538114	ENSG00000017797.7	TRUE	FALSE	TRUE	TRUE	FALSE
PPP4R1	chr18	  9546789	  9615238	ENSG00000154845.11	TRUE	FALSE	FALSE	TRUE	FALSE
RAB31	chr18	  9708162	  9862548	ENSG00000168461.8	TRUE	FALSE	FALSE	TRUE	FALSE
VAPA	chr18	  9913999	  9960018	ENSG00000101558.9	TRUE	FALSE	FALSE	TRUE	FALSE
APCDD1	chr18	 10454625	 10489945	ENSG00000154856.8	TRUE	FALSE	FALSE	TRUE	FALSE
NAPG	chr18	 10525902	 10552758	ENSG00000134265.8	TRUE	FALSE	FALSE	TRUE	FALSE
GNAL	chr18	 11688955	 11885684	ENSG00000141404.11	TRUE	FALSE	FALSE	TRUE	FALSE
CHMP1B	chr18	 11851395	 11854448	ENSG00000255112.2	TRUE	FALSE	FALSE	TRUE	FALSE
MPPE1	chr18	 11882621	 11909222	ENSG00000154889.12	TRUE	FALSE	FALSE	TRUE	FALSE
IMPA2	chr18	 11981024	 12030876	ENSG00000141401.7	TRUE	FALSE	TRUE	TRUE	FALSE
TUBB6	chr18	 12307668	 12344319	ENSG00000176014.8	TRUE	FALSE	FALSE	TRUE	FALSE
AFG3L2	chr18	 12328943	 12377313	ENSG00000141385.5	TRUE	FALSE	FALSE	TRUE	FALSE
SPIRE1	chr18	 12446511	 12658133	ENSG00000134278.10	TRUE	FALSE	FALSE	TRUE	FALSE
PSMG2	chr18	 12658737	 12725739	ENSG00000128789.16	FALSE	FALSE	FALSE	FALSE	FALSE
CEP76	chr18	 12661832	 12702776	ENSG00000101624.6	TRUE	FALSE	TRUE	TRUE	FALSE
PTPN2	chr18	 12785477	 12929642	ENSG00000175354.14	TRUE	FALSE	TRUE	TRUE	FALSE
SEH1L	chr18	 12947132	 12987535	ENSG00000085415.11	TRUE	FALSE	FALSE	TRUE	FALSE
CEP192	chr18	 12991361	 13125051	ENSG00000101639.14	TRUE	FALSE	FALSE	TRUE	FALSE
LDLRAD4	chr18	 13217497	 13652754	ENSG00000168675.14	TRUE	FALSE	FALSE	TRUE	FALSE
FAM210A	chr18	 13663346	 13726662	ENSG00000177150.8	TRUE	FALSE	FALSE	TRUE	FALSE
RNMT	chr18	 13726659	 13764557	ENSG00000101654.13	TRUE	FALSE	FALSE	TRUE	FALSE
ZNF519	chr18	 14057456	 14132489	ENSG00000175322.7	TRUE	FALSE	FALSE	TRUE	FALSE
CYP4F35P	chr18	 14337422	 14342524	ENSG00000265787.1	TRUE	FALSE	TRUE	TRUE	FALSE
ROCK1	chr18	 18526867	 18691812	ENSG00000067900.6	TRUE	FALSE	TRUE	TRUE	FALSE
ESCO1	chr18	 19109242	 19180845	ENSG00000141446.6	TRUE	FALSE	TRUE	TRUE	FALSE
SNRPD1	chr18	 19192228	 19210417	ENSG00000167088.6	TRUE	FALSE	FALSE	TRUE	FALSE
ABHD3	chr18	 19230858	 19284766	ENSG00000158201.5	FALSE	FALSE	FALSE	FALSE	FALSE
MIB1	chr18	 19284918	 19450918	ENSG00000101752.7	TRUE	FALSE	FALSE	TRUE	FALSE
CTAGE1	chr18	 19993564	 19997878	ENSG00000212710.3	TRUE	FALSE	TRUE	TRUE	FALSE
RBBP8	chr18	 20378224	 20606451	ENSG00000101773.12	TRUE	FALSE	FALSE	TRUE	FALSE
CABLES1	chr18	 20714528	 20840431	ENSG00000134508.8	FALSE	FALSE	FALSE	FALSE	FALSE
TMEM241	chr18	 20777108	 21017925	ENSG00000134490.9	TRUE	FALSE	TRUE	TRUE	FALSE
RIOK3	chr18	 21032787	 21066567	ENSG00000101782.10	TRUE	FALSE	FALSE	TRUE	FALSE
C18orf8	chr18	 21083473	 21111746	ENSG00000141452.5	FALSE	FALSE	FALSE	FALSE	FALSE
NPC1	chr18	 21086148	 21166862	ENSG00000141458.8	TRUE	FALSE	FALSE	TRUE	FALSE
TTC39C	chr18	 21572737	 21715574	ENSG00000168234.8	TRUE	FALSE	FALSE	TRUE	FALSE
OSBPL1A	chr18	 21742008	 21977844	ENSG00000141447.12	TRUE	FALSE	FALSE	TRUE	FALSE
IMPACT	chr18	 22006580	 22033499	ENSG00000154059.5	TRUE	FALSE	FALSE	TRUE	FALSE
HRH4	chr18	 22040593	 22059921	ENSG00000134489.6	TRUE	FALSE	TRUE	TRUE	FALSE
SS18	chr18	 23596578	 23671181	ENSG00000141380.9	TRUE	FALSE	FALSE	TRUE	FALSE
TAF4B	chr18	 23805900	 23971649	ENSG00000141384.7	TRUE	FALSE	FALSE	TRUE	FALSE
KCTD1	chr18	 24034874	 24237365	ENSG00000134504.8	TRUE	FALSE	FALSE	TRUE	FALSE
CDH2	chr18	 25530930	 25757410	ENSG00000170558.4	TRUE	FALSE	FALSE	TRUE	FALSE
DSC2	chr18	 28645940	 28682378	ENSG00000134755.10	TRUE	FALSE	FALSE	TRUE	FALSE
TRAPPC8	chr18	 29409136	 29533099	ENSG00000153339.9	TRUE	FALSE	FALSE	TRUE	FALSE
RNF125	chr18	 29598335	 29653176	ENSG00000101695.4	TRUE	FALSE	TRUE	TRUE	FALSE
RNF138	chr18	 29671818	 29711524	ENSG00000134758.9	TRUE	FALSE	TRUE	TRUE	FALSE
WBP11P1	chr18	 30091626	 30094597	ENSG00000260389.1	TRUE	TRUE	FALSE	TRUE	FALSE
KLHL14	chr18	 30252634	 30353025	ENSG00000197705.5	FALSE	FALSE	FALSE	FALSE	FALSE
MAPRE2	chr18	 32556892	 32723434	ENSG00000166974.8	FALSE	FALSE	FALSE	FALSE	FALSE
ZNF397	chr18	 32820994	 32847097	ENSG00000186812.8	TRUE	FALSE	FALSE	TRUE	FALSE
ZSCAN30	chr18	 32831032	 32870196	ENSG00000186814.8	TRUE	FALSE	TRUE	TRUE	FALSE
ZNF271	chr18	 32870246	 32890730	ENSG00000257267.1	TRUE	TRUE	FALSE	TRUE	FALSE
ZNF24	chr18	 32912176	 32925446	ENSG00000172466.11	TRUE	FALSE	FALSE	TRUE	FALSE
ZNF396	chr18	 32946661	 32957301	ENSG00000186496.6	TRUE	FALSE	FALSE	TRUE	FALSE
INO80C	chr18	 33032194	 33077955	ENSG00000153391.11	TRUE	FALSE	TRUE	TRUE	FALSE
GALNT1	chr18	 33161081	 33291798	ENSG00000141429.9	TRUE	FALSE	FALSE	TRUE	FALSE
C18orf21	chr18	 33552046	 33559241	ENSG00000141428.12	TRUE	FALSE	FALSE	TRUE	FALSE
RPRD1A	chr18	 33564350	 33647539	ENSG00000141425.13	TRUE	FALSE	FALSE	TRUE	FALSE
SLC39A6	chr18	 33688495	 33709348	ENSG00000141424.8	FALSE	FALSE	FALSE	FALSE	FALSE
ELP2	chr18	 33709407	 33757909	ENSG00000134759.9	TRUE	FALSE	FALSE	TRUE	FALSE
FHOD3	chr18	 33877677	 34360018	ENSG00000134775.11	TRUE	FALSE	FALSE	TRUE	FALSE
TPGS2	chr18	 34359987	 34409158	ENSG00000134779.10	TRUE	FALSE	FALSE	TRUE	FALSE
KIAA1328	chr18	 34409069	 34812135	ENSG00000150477.10	TRUE	FALSE	TRUE	TRUE	FALSE
PIK3C3	chr18	 39535171	 39667794	ENSG00000078142.7	TRUE	FALSE	FALSE	TRUE	FALSE
SETBP1	chr18	 42260138	 42648475	ENSG00000152217.12	FALSE	FALSE	FALSE	FALSE	FALSE
SLC14A1	chr18	 43304092	 43332485	ENSG00000141469.12	TRUE	FALSE	FALSE	TRUE	FALSE
SIGLEC15	chr18	 43405477	 43424045	ENSG00000197046.7	TRUE	FALSE	FALSE	TRUE	FALSE
EPG5	chr18	 43427574	 43547240	ENSG00000152223.8	TRUE	FALSE	FALSE	TRUE	FALSE
PSTPIP2	chr18	 43563502	 43652238	ENSG00000152229.14	TRUE	FALSE	FALSE	TRUE	FALSE
ATP5A1	chr18	 43664110	 43684300	ENSG00000152234.11	TRUE	FALSE	TRUE	TRUE	FALSE
HAUS1	chr18	 43684298	 43708299	ENSG00000152240.8	TRUE	FALSE	TRUE	TRUE	FALSE
C18orf25	chr18	 43753519	 43846949	ENSG00000152242.6	TRUE	FALSE	FALSE	TRUE	FALSE
RNF165	chr18	 43906772	 44043103	ENSG00000141622.9	TRUE	FALSE	FALSE	TRUE	FALSE
LOXHD1	chr18	 44056935	 44236996	ENSG00000167210.12	TRUE	FALSE	FALSE	TRUE	FALSE
PIAS2	chr18	 44388353	 44500123	ENSG00000078043.11	TRUE	FALSE	FALSE	TRUE	FALSE
